satellite,timestamp,x_pred,y_pred,z_pred,vx_pred,vy_pred,vz_pred,x_truth,y_truth,z_truth,vx_truth,vy_truth,vz_truth,dx,dy,dz,dvx,dvy,dvz,dr,ds,dw,dvr,dvs,dvw
STARLETTE,2025-01-01 14:15:59.423328,5432.630685717801,4987.807175682377,-13.382280452253,-3.2954533570209605,3.381453054286794,5.611796166496953,5432.230285240671,4988.201799022992,-13.469346556343487,-3.295800128450537,3.3812820385574014,5.611618137993933,-0.4004004771295513,0.3946233406149986,-0.08706610409048743,-0.00034677142957662,-0.0001710157293928205,-0.00017802850302039985,-0.027899021018271016,0.294733526886306,-0.48578022014136224,-0.0003707743356991264,-6.689222673014241e-05,-0.00019809788981210876
STARLETTE,2025-01-01 14:20:59.423328,4215.927684821267,5764.017414240517,1645.4491164232522,-4.759315347750999,1.7491870320509406,5.362664556472964,4215.4365777165685,5764.358256014291,1645.3121243250762,-4.759551802294482,1.74895688673314,5.362525636820692,-0.49110710469813057,0.34084177377462765,-0.1369920981760515,-0.0002364545434829779,-0.00023014531780063407,-0.00013891965227230685,-0.04520327065212814,0.29703966826344885,-0.5346496402297327,-0.0003482372841356013,-1.0468093635406376e-05,-8.244695979996958e-05
STARLETTE,2025-01-01 14:25:59.423328,2617.9042214263804,6018.2073378071145,3154.4682438371337,-5.815487608794228,-0.07318743646646908,4.617736265658095,2617.364246461075,6018.464931965188,3154.3007675321082,-5.815617072262285,-0.07350443987979816,4.617613778568739,-0.539974965305646,0.25759415807351616,-0.16747630502550237,-0.00012946346805620124,-0.00031700341332907556,-0.00012248708935658215,-0.05378514244899149,0.315150070765836,-0.5326946757040684,-0.00036160551697231595,2.1002558741304065e-05,3.248666347862267e-05
STARLETTE,2025-01-01 14:30:59.423328,778.9976980730867,5717.575409718838,4371.57388578926,-6.349412797886657,-1.920411208693622,3.429577422782131,778.4462596173989,5717.72622329619,4371.3873671913025,-6.349420279917808,-1.9207891153955643,3.4294318708534774,-0.5514384556877303,0.15081357735198253,-0.18651859795772907,-7.4820311510848114e-06,-0.0003779067019422655,-0.000145551928653731,-0.05285850341540742,0.3435605361959717,-0.4907040141414253,-0.0003871660036873748,3.00181814719447e-05,0.00011513563509058317
STARLETTE,2025-01-01 14:35:59.423328,-1132.4454617415925,4881.38288734838,5177.84714912256,-6.29227772846798,-3.613683384641263,1.8996455000524293,-1132.9783518616418,4881.413151606653,5177.6362824261905,-6.292136030992424,-3.614062635233495,1.8994561699264523,-0.5328901200493874,0.03026425827283674,-0.21086669636952138,0.0001416974755557021,-0.0003792505922319833,-0.00018933012597699417,-0.04727376970535779,0.3784899853139722,-0.4287925964003172,-0.00041524111015542266,1.0687596786568637e-05,0.0001649717509195232
STARLETTE,2025-01-01 14:40:59.423328,-2936.072701472767,3582.1020225576713,5491.411902696881,-5.634560024985149,-4.980736009103111,0.17157768737615697,-2936.555046984661,3582.016840072858,5491.158001392495,-5.634280449945891,-4.98103020013923,0.17139305900673207,-0.4823455118939819,-0.08518248481323099,-0.2539013043860905,0.0002795750392579066,-0.00029419103611871833,-0.00018462836942489957,-0.0394228485672555,0.41165798509326,-0.365188531106855,-0.00040208922558645203,-2.148163735670441e-05,0.0001914706166202129
STARLETTE,2025-01-01 14:45:59.423328,-4458.498175684839,1940.0927368676826,5278.081057446992,-4.432432283188064,-5.878225587234283,-1.5833384104489596,-4458.902232716383,1939.920329602604,5277.767593047196,-4.432089074938631,-5.878412618490302,-1.583475938778065,-0.4040570315437435,-0.17240726507861837,-0.31346439979643037,0.0003432082494327915,-0.00018703125601859938,-0.00013752832910540747,-0.026125885477808114,0.43832016568255255,-0.31375013975389254,-0.0003649388923457991,-2.709628644339933e-05,0.00019435027817716092
STARLETTE,2025-01-01 14:50:59.423328,-5552.73591248485,111.76504106519809,4556.643152979053,-2.804233532402577,-6.212063124375021,-3.186911644169413,-5553.040962308838,111.54725550434053,4556.263210556716,-2.8038661560385663,-6.212153651717145,-3.1869928664527833,-0.3050498239881563,-0.21778556085756406,-0.37994242233708064,0.00036737636401085183,-9.052734212389169e-05,-8.122228337015258e-05,-0.00859446393655583,0.45450452368045213,-0.2796318348619592,-0.0003368872018521853,-2.556418912085489e-05,0.00018870913407810852
STARLETTE,2025-01-01 14:55:59.423328,-6114.980302018572,-1727.4436315743808,3397.444835630787,-0.9164424849859643,-5.951028614059851,-4.477369569896382,-6115.1773439157605,-1727.6610010939191,3397.0117622656203,-0.916073190813222,-5.951041310398523,-4.477385853374926,-0.19704189718868292,-0.2173695195383516,-0.4330733651668197,0.0003692941727422294,-1.2696338671958074e-05,-1.6283478544210084e-05,0.015135323719598193,0.454729523749834,-0.25810761146296124,-0.00031803577035102796,-2.1364124061807716e-05,0.00018762024861629476
STARLETTE,2025-01-01 15:00:59.423328,-6095.872178055761,-3402.7190058090846,1914.2068939906092,1.0385636771461577,-5.130252323227978,-5.330398760346725,-6095.9636873691425,-3402.905723394385,1913.7537429619156,1.0389334175151816,-5.130210946048464,-5.330322058319098,-0.09150931338172086,-0.1867175853003573,-0.4531510286935827,0.0003697403690239298,4.137717951380182e-05,7.670202762710687e-05,0.04499988271242701,0.4381237541950094,-0.23367895170079234,-0.00031052328992709405,-2.644887641059825e-05,0.00021720717267634013
